Stimuli/151b.jpg,n,.,.,-1,1
Stimuli/152b.jpg,n,n,.,-1,2
Stimuli/153b.jpg,n,n,.,-1,3
Stimuli/151b.jpg,o,n,3,3,1
Stimuli/154b.jpg,n,o,.,-1,1
